scene,role,method,seed,seed_provenance,model_path,psnr,ssim,lpips,points,accuracy_mean_m,accuracy_p90_m,completeness_mean_m,completeness_p90_m,chamfer_l1_m,fscore_1cm,fscore_2cm,fscore_5cm,pruned_fraction
P02,development,brgs_v34,1,frozen_run_manifest,/home/featurize/work/3DGS_mac_new/output/P02_brgs_v34_15k_s1,18.2242488861084,0.708827793598175,0.39274880290031433,882958.0,0.09203929454088211,0.17673961520195017,0.035212013870477676,0.05888444483280182,0.06362565606832504,0.04918879382385326,0.1674462480932241,0.4571523502446343,0.02856463873097882
P02,development,brgs_v34,2,frozen_run_manifest,/home/featurize/work/3DGS_mac_new/output/P02_brgs_v34_15k_s2,18.041854858398438,0.7063977122306824,0.3957497775554657,685043.0,0.09270358830690384,0.179966551065445,0.03446434438228607,0.057884871959686286,0.06358397006988525,0.05046337229904282,0.16841348027070296,0.45464539494645206,0.03381028610114031
P03,held_out,official_3dgs,0,frozen_run_manifest,/home/featurize/work/gaussian-splatting-p01-compat/output/P03_official_3dgs_15k_s0,21.883583068847656,0.8886652588844299,0.16678671538829803,1305258.0,0.045830514281988144,0.12463771477341651,0.027956541627645493,0.05188605412840844,0.03689352795481682,0.20407742062126047,0.4486751998502,0.7513677705015795,0.0
P03,held_out,official_3dgs,1,frozen_run_manifest,/home/featurize/work/gaussian-splatting-p01-compat/output/P03_official_3dgs_15k_s1,21.286035537719727,0.8872542977333069,0.17092598974704742,1291933.0,0.04520599916577339,0.12356658056378364,0.02812403440475464,0.05265711881220341,0.036665014922618866,0.20592911460897587,0.4499339865352715,0.7527081891317725,0.0
P03,held_out,official_3dgs,2,frozen_run_manifest,/home/featurize/work/gaussian-splatting-p01-compat/output/P03_official_3dgs_15k_s2,21.67365837097168,0.8861822485923767,0.17098306119441986,1416946.0,0.04506443813443184,0.1233734168112278,0.028104569762945175,0.05254828073084355,0.03658450394868851,0.20570937817157045,0.45176596242684713,0.7531068218048116,0.0
P03,held_out,brgs_v34,0,frozen_run_manifest,/home/featurize/work/3DGS_mac_new/output/P03_brgs_v34_15k_s0,21.587020874023438,0.8889331221580505,0.1661262959241867,1261266.0,0.04967216029763222,0.13185811042785645,0.026334188878536224,0.0483394842594862,0.03800317645072937,0.20700923456566062,0.4533666793185439,0.7475652467897752,0.010797367597544533
P03,held_out,brgs_v34,1,frozen_run_manifest,/home/featurize/work/3DGS_mac_new/output/P03_brgs_v34_15k_s1,21.63151741027832,0.8897009491920471,0.1659439206123352,1279979.0,0.04997006058692932,0.13202997148036957,0.02656407281756401,0.04909656457602978,0.038267068564891815,0.2067612939858052,0.45185159168198674,0.7434454696370902,0.011089881815576054
P03,held_out,brgs_v34,2,frozen_run_manifest,/home/featurize/work/3DGS_mac_new/output/P03_brgs_v34_15k_s2,21.664594650268555,0.8875383734703064,0.1705634593963623,1271237.0,0.05042925477027893,0.1331491768360138,0.02689402922987938,0.04934064522385597,0.038661643862724304,0.2048290557098888,0.4481480235419331,0.7411611521213705,0.012072078093149441
P04,held_out,official_3dgs,0,frozen_run_manifest,/home/featurize/work/gaussian-splatting-p01-compat/output/P04_official_3dgs_15k_s0,22.15740966796875,0.8904328942298889,0.2080187052488327,809835.0,0.07660122215747833,0.1351315349340439,0.02442525327205658,0.04601874090731145,0.050513237714767456,0.2132077647630385,0.49070392816896985,0.7501450363690462,0.0
P04,held_out,official_3dgs,1,frozen_run_manifest,/home/featurize/work/gaussian-splatting-p01-compat/output/P04_official_3dgs_15k_s1,23.80442237854004,0.8968601822853088,0.20317260921001434,849464.0,0.05957843363285065,0.12717397511005402,0.023679964244365692,0.044100780785083775,0.04162919893860817,0.2177836406658787,0.5039482344143206,0.77014224199006,0.0
P04,held_out,official_3dgs,2,frozen_run_manifest,/home/featurize/work/gaussian-splatting-p01-compat/output/P04_official_3dgs_15k_s2,24.869583129882812,0.9039780497550964,0.19475100934505463,831972.0,0.06374240666627884,0.12990971803665158,0.024033788591623306,0.04490447007119656,0.04388809949159622,0.21696081504238227,0.5001899966239772,0.7635176916328665,0.0
P04,held_out,brgs_v34,0,frozen_run_manifest,/home/featurize/work/3DGS_mac_new/output/P04_brgs_v34_15k_s0,23.17982292175293,0.8914307951927185,0.20999883115291595,790278.0,0.057688359171152115,0.13402360379695893,0.023288987576961517,0.04329442158341408,0.040488675236701965,0.2182824457545797,0.4951343598494305,0.7509726772160209,0.019111901061965357
P04,held_out,brgs_v34,1,frozen_run_manifest,/home/featurize/work/3DGS_mac_new/output/P04_brgs_v34_15k_s1,22.385711669921875,0.8769431710243225,0.22619380056858063,807504.0,0.052575815469026566,0.13161132484674454,0.02336990460753441,0.04314172975718975,0.03797286003828049,0.21614851297418713,0.4941271881838302,0.7544852010833664,0.02011455198524415
P04,held_out,brgs_v34,2,frozen_run_manifest,/home/featurize/work/3DGS_mac_new/output/P04_brgs_v34_15k_s2,24.80620574951172,0.8999612927436829,0.19318938255310059,764859.0,0.06869357824325562,0.13950689136981964,0.023244526237249374,0.04271265752613544,0.045969054102897644,0.21322234160165576,0.48595752639231543,0.7405762373300581,0.02433862838817816
